行业,头腰尾,公司名称,公司主名,规模,员工人数,岗位,在职人数,平均在职天数,平均年收入,平均工作数,城市,企业工商类型,企业性质：国企，央企，外企,成立日期
新能源汽车,尾部,北京鹏龙行汽车贸易有限公司,北京鹏龙行汽车贸易有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
企业数字化服务,尾部,国信蓝桥教育科技股份有限公司,蓝桥云课,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
智能硬件,尾部,深圳市朗仁科技有限公司,深圳市朗仁科技有限公司,500~1000人,0,数据分析,1,1759.0,245000.0,1.0,深圳市,,,1970-01-01
企业数字化服务,尾部,风河软件研发（北京）有限公司,风河软件研发（北京）有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新生物医药,尾部,连云港正大天晴医药有限公司,连云港正大天晴医药有限公司,50~100人,0,,0,0.0,0.0,0.0,连云港市,,,1970-01-01
电子商务&新零售,尾部,深圳维拉假日科技有限公司,维拉度假,50~100人,0,,0,0.0,0.0,0.0,深圳市,有限责任公司,,2015-10-21
纯互联网,尾部,成都三零盛安信息系统有限公司,成都三零盛安信息系统有限公司,100~500人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
纯互联网,尾部,北京易诚高科科技发展有限公司,易诚高科,100~500人,0,,0,0.0,0.0,0.0,大连市,有限责任公司分公司,,1970-01-01
新生物医药,腰部,深圳开立生物医疗科技股份有限公司,开立生物医疗,1000~10000人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
电子商务&新零售,尾部,深圳市百果互动科技有限公司,百果互动,100~500人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
企业数字化服务,尾部,广州合道信息科技有限公司,广州合道信息科技有限公司,100~500人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
纯互联网,尾部,上海杰狮信息技术有限公司,上海杰狮信息技术有限公司,100~500人,0,数据分析,2,3060.75,291288.6666666667,1.0,上海市,,,1970-01-01
新生物医药,尾部,西门子医学诊断产品（上海）有限公司,西门子医学诊断产品（上海）有限公司,100~500人,100,,0,0.0,0.0,0.0,上海市,,外企,1970-01-01
新生物医药,尾部,深圳市贝斯达医疗股份有限公司,深圳市贝斯达医疗股份有限公司,100~500人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
新金融科技,尾部,上海通联金融服务有限公司,通联金融,100~500人,0,数据分析,1,1821.0,,1.0,上海市,,,1970-01-01
企业数字化服务,腰部,上海威派格智慧水务股份有限公司,威派格,100~500人,0,数据分析,1,3100.0,227500.0,1.0,上海市,,,1970-01-01
纯互联网,尾部,上海广升信息技术股份有限公司,上海广升信息技术股份有限公司,50~100人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,江西易往信息技术有限公司,江西易往信息技术有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新生物医药,腰部,北京泛生子基因科技有限公司,泛生子,1000~10000人,697,数据分析,1,2552.0,245000.0,1.0,北京市,,,1970-01-01
智能硬件,尾部,杭州先锋电子技术有限公司,杭州先锋电子技术有限公司,100~500人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
电子商务&新零售,尾部,联强国际贸易（中国）有限公司,联强国际贸易（中国）有限公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
游戏,腰部,动视信息技术（上海）有限公司,动视信息技术（上海）有限公司,1万人以上,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
企业数字化服务,尾部,紫光数码（苏州）集团有限公司,紫光数码（苏州）集团有限公司,50~100人,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
纯互联网,尾部,上海通铭信息科技股份有限公司,上海通铭信息科技股份有限公司,50~100人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
企业数字化服务,尾部,南京海泰医疗信息系统有限公司,海泰医疗,100~500人,0,,0,0.0,0.0,0.0,南京市,,,1970-01-01
电子商务&新零售,尾部,江苏享佳健康科技股份有限公司,享佳健康,1000~10000人,0,,0,0.0,0.0,0.0,南京市,,,1970-01-01
纯互联网,尾部,厦门米冠网络科技有限公司,米冠网络,100~500人,0,,0,0.0,0.0,0.0,厦门市,,,1970-01-01
纯互联网,尾部,浙江高速信息工程技术有限公司,浙江高速信息工程技术有限公司,100~500人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
企业数字化服务,头部,北京中长石基信息技术股份有限公司,石基信息,500~1000人,5335,数据分析,2,3890.0,216300.0,2.0,北京市,,,1970-01-01
新生物医药,尾部,上海凯宝药业股份有限公司,上海凯宝药业股份有限公司,1000~10000人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
新能源,腰部,艾尔姆风能叶片制品（天津）有限公司,艾尔姆风能叶片制品（天津）有限公司,50人以内,0,,0,0.0,0.0,0.0,天津市,,,1970-01-01
新生物医药,尾部,黑龙江珍宝岛药业股份有限公司,珍宝岛,500~1000人,0,,0,0.0,0.0,0.0,鸡西市,,,1970-01-01
新生物医药,腰部,臻和（北京）科技有限公司,臻和（北京）科技有限公司,100~500人,0,,0,0.0,0.0,0.0,无锡市,,,1970-01-01
人工智能,腰部,上海电科智能系统股份有限公司,电科智能,100~500人,0,数据分析,1,2917.0,420000.0,1.0,上海市,,,1970-01-01
新金融科技,尾部,上海大智慧财汇数据科技有限公司,大智慧财汇,50~100人,0,数据分析,8,2209.125,251485.0,1.2222222222222223,上海市,,,1970-01-01
纯互联网,尾部,武汉理工数字传播工程有限公司,武汉理工数字传播工程有限公司,100~500人,0,,0,0.0,0.0,0.0,武汉市,,,1970-01-01
人工智能,尾部,上海星红桉数据科技有限公司,上海星红桉数据科技有限公司,50人以内,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,上海科箭软件科技有限公司,上海科箭软件科技有限公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
人工智能,尾部,深圳银澎云计算有限公司,深圳银澎云计算有限公司,100~500人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
纯互联网,尾部,广州市唯衣网络科技有限公司,广州市唯衣网络科技有限公司,100~500人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
纯互联网,尾部,北京海泰方圆科技股份有限公司,北京海泰方圆科技股份有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,北京华信智原教育技术有限公司,华信智原,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
智能硬件,尾部,新达通科技股份有限公司,新达通科技股份有限公司,50人以内,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
纯互联网,尾部,江苏鸿信系统集成有限公司,江苏鸿信系统集成有限公司,100~500人,100,,0,0.0,0.0,0.0,南京市,,,1970-01-01
智能硬件,腰部,北京博纳电气股份有限公司,博纳电气,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,北京星立方科技发展股份有限公司,北京星立方科技发展股份有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新能源,腰部,泰州隆基乐叶光伏科技有限公司,泰州隆基乐叶光伏科技有限公司,1000~10000人,1287,,0,0.0,0.0,0.0,泰州市,,,1970-01-01
纯互联网,尾部,陕西瑞金电子科技有限公司,陕西瑞金电子科技有限公司,100~500人,0,,0,0.0,0.0,0.0,西安市,,,1970-01-01
纯互联网,尾部,上海凯畅信息技术有限公司,上海凯畅信息技术有限公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
新能源,腰部,迪皮埃风电叶片大丰有限公司,迪皮埃风电,1000~10000人,0,,0,0.0,0.0,0.0,盐城市,,,1970-01-01
纯互联网,尾部,深圳市凌沃网络科技有限公司,深圳市凌沃网络科技有限公司,50人以内,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
新金融科技,尾部,浙江拓道金融服务外包有限公司,浙江拓道金融服务外包有限公司,50人以内,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
电子商务&新零售,尾部,深圳前海云集品电子商务有限公司,云集品,100~500人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
企业数字化服务,尾部,北京民航信息科技有限公司,北京民航信息科技有限公司,100~500人,275,数据分析,1,2918.0,434000.0,1.0,北京市,,,1970-01-01
新生物医药,尾部,上海捷瑞生物工程有限公司,上海捷瑞生物工程有限公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
电子商务&新零售,尾部,广州快塑电子商务有限公司,快塑网,50~100人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
纯互联网,尾部,广州欢拓网络科技有限公司,广州欢拓网络科技有限公司,50人以内,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
新能源汽车,腰部,福建南平南孚电池有限公司,南孚电池,1000~10000人,0,,0,0.0,0.0,0.0,南平市,,,1970-01-01
纯互联网,尾部,武汉颂大教育科技股份有限公司,武汉颂大教育科技股份有限公司,100~500人,0,,0,0.0,0.0,0.0,武汉市,,,1970-01-01
新生物医药,尾部,博阳生物科技（上海）有限公司,博阳生物科技（上海）有限公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,上海棠棣信息科技股份有限公司,上海棠棣信息科技股份有限公司,50人以内,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
新金融科技,尾部,世纪保众（北京）网络科技有限公司,世纪保众（北京）网络科技有限公司,100~500人,0,数据分析,1,2733.0,455000.0,1.0,北京市,,,1970-01-01
纯互联网,尾部,珠海宏桥高科技有限公司,珠海宏桥高科技有限公司,100~500人,0,,0,0.0,0.0,0.0,珠海市,,,1970-01-01
电子商务&新零售,尾部,浙江问问网络科技有限公司,浙江问问网络科技有限公司,50~100人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
新生物医药,尾部,湖南汉森制药股份有限公司,湖南汉森制药股份有限公司,1000~10000人,0,,0,0.0,0.0,0.0,益阳市,,,1970-01-01
新生物医药,尾部,金河生物科技股份有限公司,金河生物科技股份有限公司,1000~10000人,0,,0,0.0,0.0,0.0,呼和浩特市,,,1970-01-01
游戏,尾部,上海久游网络科技有限公司,上海久游网,1000~10000人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
新能源汽车,腰部,微宏动力系统（湖州）有限公司,微宏动力,1000~10000人,0,,0,0.0,0.0,0.0,湖州市,,,1970-01-01
新生物医药,腰部,上海森松制药设备工程有限公司,森松制药,500~1000人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
企业数字化服务,尾部,北京华正世纪软件技术有限公司,北京华正世纪软件技术有限公司,50~100人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,北京新德浓信息技术有限公司,北京新德浓信息技术有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,苏州热拍信息技术有限公司,苏州热拍信息技术有限公司,50人以内,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
新金融科技,尾部,深圳市长亮核心科技有限公司,深圳市长亮核心科技有限公司,100~500人,0,,0,0.0,0.0,0.0,深圳市,,,1970-01-01
纯互联网,尾部,郑州乐鸟软件技术有限公司,郑州乐鸟软件技术有限公司,50人以内,0,,0,0.0,0.0,0.0,郑州市,,,1970-01-01
电子商务&新零售,尾部,广州南贯五洲电子商务有限公司,广州南贯五洲电子商务有限公司,50~100人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
电子商务&新零售,尾部,深圳市千岸科技有限公司,深圳市千岸科技有限公司,100~500人,0,数据分析,2,421.0,254439.5,1.0,深圳市,,,1970-01-01
电子商务&新零售,尾部,北京慧都时代科技有限公司,北京慧都时代科技有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,广州市申迪计算机系统有限公司,广州市申迪计算机系统有限公司,100~500人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
纯互联网,尾部,蓝盾信息安全技术有限公司,蓝盾信息安全技术有限公司,1000~10000人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
纯互联网,尾部,北京赢康科技股份有限公司,北京赢康科技股份有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新金融科技,尾部,锐拓（杭州）互联网金融信息服务有限公司,锐拓（杭州）互联网金融信息服务有限公司,50人以内,0,数据分析,2,3875.5,265464.5,1.0,杭州市,,,1970-01-01
智能硬件,腰部,成都旺小宝科技有限公司,成都旺小宝科技有限公司,100~500人,0,,0,0.0,0.0,0.0,成都市,有限责任公司(自然人投资或控股的法人独资),,2015-11-12
新生物医药,尾部,润东医药研发（上海）有限公司,润东医药研发（上海）有限公司,500~1000人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
纯互联网,尾部,平安社区（北京）科技有限公司,平安社区（北京）科技有限公司,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
电子商务&新零售,尾部,上海钧钛电子商务有限公司,上海钧钛电子商务有限公司,50~100人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
新能源,尾部,宁夏协鑫晶体科技发展有限公司,宁夏协鑫晶体科技发展有限公司,100~500人,0,,0,0.0,0.0,0.0,中卫市,,,1970-01-01
纯互联网,尾部,天津市龙驰网信网络技术有限公司,天津市龙驰网信网络技术有限公司,100~500人,0,数据分析,4,5372.333333333333,204750.0,1.0,天津市,,,1970-01-01
新金融科技,尾部,安徽兆尹信息科技股份有限公司,兆尹科技,50人以内,0,,0,0.0,0.0,0.0,芜湖市,,,1970-01-01
游戏,尾部,武汉游戏群科技有限公司,武汉游戏群科技有限公司,50~100人,0,,0,0.0,0.0,0.0,武汉市,,,1970-01-01
新金融科技,腰部,深圳华锐分布式技术股份有限公司,华锐技术,800多人,800,,0,0.0,0.0,0.0,深圳市福田区梅都社区中康路136号深圳新一代产业园5栋18楼,,,1970-01-01
新生物医药,腰部,山东百诺医药股份有限公司,山东百诺医药股份有限公司,500-1000人,0,,0,0.0,0.0,0.0,济南市,,,1970-01-01
纯互联网,尾部,大连公众信息产业有限公司,大连公众信息产业有限公司,50~100人,0,,0,0.0,0.0,0.0,大连市,其他有限责任公司,,1970-01-01
智能硬件,腰部,山东金钟科技集团股份有限公司,山东金钟科技集团股份有限公司,500~1000人,0,,0,0.0,0.0,0.0,济南市,,,1970-01-01
新生物医药,尾部,罗氏研发（中国）有限公司,罗氏研发（中国）有限公司,100~500人,0,,0,0.0,0.0,0.0,上海市,,,1970-01-01
企业数字化服务,尾部,湖南优特信息咨询有限公司,湖南优特信息咨询有限公司,100~500人,0,,0,0.0,0.0,0.0,长沙市,,,1970-01-01
纯互联网,尾部,广东精一规划信息科技股份有限公司,广东精一规划信息科技股份有限公司,100~500人,0,数据分析,2,3298.0,101500.0,1.5,广州市,,,1970-01-01
纯互联网,尾部,南京国睿信维软件有限公司,国睿信维,100~500人,0,,0,0.0,0.0,0.0,南京市,,,1970-01-01
新生物医药,尾部,安徽安科生物工程（集团）股份有限公司,安徽安科生物工程（集团）股份有限公司,500~1000人,2719,,0,0.0,0.0,0.0,合肥市,,,1970-01-01
电子商务&新零售,尾部,广州森米生物科技有限公司,广州森米生物科技有限公司,100~500人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
纯互联网,尾部,北京吉云互动科技有限公司,吉云互动,1000~10000人,0,数据分析,6,2673.5714285714284,341715.5,2.142857142857143,北京市,,,1970-01-01
纯互联网,尾部,北京浩丰创源科技股份有限公司,浩丰科技,100~500人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,厦门昂讯网络科技有限公司,叫我修吧,50~100人,0,数据分析,1,3525.0,335545.0,1.0,厦门市,,,1970-01-01
电子商务&新零售,尾部,西安小号角健康管理有限公司,西安小号角健康管理有限公司,50人以内,0,,0,0.0,0.0,0.0,西安市,,,1970-01-01
纯互联网,尾部,北京美捷美科技有限公司,北京美捷美科技有限公司,50~100人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
纯互联网,尾部,安徽和信科技发展有限责任公司,安徽和信科技发展有限责任公司,100~500人,0,,0,0.0,0.0,0.0,合肥市,,,1970-01-01
电子商务&新零售,尾部,北京豪钥科技股份有限公司,北京豪钥科技股份有限公司,50~100人,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
企业数字化服务,尾部,海克斯康测量技术（青岛）有限公司,海克斯康,500~1000人,3119,数据分析,1,2552.0,175000.0,1.0,青岛市,,,1970-01-01
纯互联网,尾部,杭州博泰信息技术服务有限公司,杭州博泰信息技术服务有限公司,100~500人,0,,0,0.0,0.0,0.0,杭州市,,,1970-01-01
新生物医药,尾部,北京天一辉远生物科技有限公司,北京天一辉远生物科技有限公司,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
电子商务&新零售,尾部,郑州六木一羊电子商务有限公司,郑州六木一羊电子商务有限公司,50人以内,0,,0,0.0,0.0,0.0,郑州市,,,1970-01-01
新生物医药,尾部,苏州泓迅生物科技股份有限公司,苏州泓迅生物科技股份有限公司,100~500人,0,,0,0.0,0.0,0.0,苏州市,,,1970-01-01
电子商务&新零售,尾部,中信易家电子商务有限公司,中信易家,50人以内,0,,0,0.0,0.0,0.0,北京市,,,1970-01-01
新生物医药,尾部,广州瑞通生物科技有限公司,广州瑞通生物科技有限公司,50~100人,0,,0,0.0,0.0,0.0,广州市,,,1970-01-01
新生物医药,尾部,沈阳达善医药科技有限公司,沈阳达善医药科技有限公司,50人以内,0,,0,0.0,0.0,0.0,沈阳市,,,1970-01-01
纯互联网,尾部,成都返空汇网络技术有限公司,成都返空汇网络技术有限公司,100~500人,0,,0,0.0,0.0,0.0,成都市,,,1970-01-01
